Hours;Calls Presented;Calls Answered;Call Answered <= 45s;Call Answered (> 45s &<= 90s);Call Answered > 90s;Unanswered Calls;TMA;TME;% Answered;DATA_FORMATADA_1;DATA_FORMATADA_FINAL;HORA_FORMATADA;CLASSIFICAÇÃO_DIA;RESPONDIDAS_DN;RESPONDIDAS_DP;NS_DP;NS_DN;NÃO_RESPONDIDAS_DN;NÃO_RESPONDIDAS_DP;DATA_FORMATADA_2;MÊS;ANO;HORA_FORMATADA_2
2020-12-10 15:00:00;76;76;72;2;1;;00:05:14;00:00:05;100%;2020-12-10;10/12/2020;15:00:00;DIA NOMAL;72;74;97%;95%;4;2;10/12/2020;(12)-dez/2020;2020;15:00:00
2020-12-10 14:00:00;66;65;49;4;12;1;00:06:00;00:00:28;99%;2020-12-10;10/12/2020;14:00:00;DIA NOMAL;49;53;80%;74%;17;13;10/12/2020;(12)-dez/2020;2020;14:00:00
2020-12-10 13:00:00;84;78;67;8;3;6;00:05:57;00:00:15;93%;2020-12-10;10/12/2020;13:00:00;DIA NOMAL;67;75;89%;80%;17;9;10/12/2020;(12)-dez/2020;2020;13:00:00
2020-12-10 12:00:00;91;84;40;11;33;7;00:05:46;00:01:20;92%;2020-12-10;10/12/2020;12:00:00;DIA NOMAL;40;51;56%;44%;51;40;10/12/2020;(12)-dez/2020;2020;12:00:00
2020-12-10 11:00:00;88;85;44;7;34;3;00:07:24;00:01:12;97%;2020-12-10;10/12/2020;11:00:00;DIA NOMAL;44;51;58%;50%;44;37;10/12/2020;(12)-dez/2020;2020;11:00:00
2020-12-10 10:00:00;81;80;48;9;23;2;00:05:50;00:00:49;98%;2020-12-10;10/12/2020;10:00:00;DIA NOMAL;48;57;70%;59%;33;24;10/12/2020;(12)-dez/2020;2020;10:00:00
2020-12-10 09:00:00;38;38;38;;;;00:05:27;00:00:00;100%;2020-12-10;10/12/2020;09:00:00;DIA NOMAL;38;38;100%;100%;0;0;10/12/2020;(12)-dez/2020;2020;09:00:00
2020-12-09 21:00:00;7;7;7;;;;00:03:47;00:00:00;100%;2020-12-09;09/12/2020;21:00:00;DIA NOMAL;7;7;100%;100%;0;0;09/12/2020;(12)-dez/2020;2020;21:00:00
2020-12-09 20:00:00;9;9;9;;;;00:06:37;00:00:00;100%;2020-12-09;09/12/2020;20:00:00;DIA NOMAL;9;9;100%;100%;0;0;09/12/2020;(12)-dez/2020;2020;20:00:00
2020-12-09 19:00:00;43;42;33;5;4;1;00:04:03;00:00:32;98%;2020-12-09;09/12/2020;19:00:00;DIA NOMAL;33;38;88%;77%;10;5;09/12/2020;(12)-dez/2020;2020;19:00:00
2020-12-09 18:00:00;57;51;16;5;30;6;00:05:33;00:02:46;90%;2020-12-09;09/12/2020;18:00:00;DIA NOMAL;16;21;37%;28%;41;36;09/12/2020;(12)-dez/2020;2020;18:00:00
2020-12-09 17:00:00;73;65;34;4;25;8;00:06:57;00:01:14;89%;2020-12-09;09/12/2020;17:00:00;DIA NOMAL;34;38;52%;47%;39;35;09/12/2020;(12)-dez/2020;2020;17:00:00
2020-12-09 16:00:00;94;84;14;15;55;9;00:05:57;00:01:54;90%;2020-12-09;09/12/2020;16:00:00;DIA NOMAL;14;29;31%;15%;80;65;09/12/2020;(12)-dez/2020;2020;16:00:00
2020-12-09 15:00:00;82;77;46;7;24;5;00:04:51;00:01:04;93%;2020-12-09;09/12/2020;15:00:00;DIA NOMAL;46;53;65%;56%;36;29;09/12/2020;(12)-dez/2020;2020;15:00:00
2020-12-09 14:00:00;87;87;85;1;;;00:05:59;00:00:02;100%;2020-12-09;09/12/2020;14:00:00;DIA NOMAL;85;86;99%;98%;2;1;09/12/2020;(12)-dez/2020;2020;14:00:00
2020-12-09 13:00:00;96;88;42;5;41;8;00:05:38;00:01:28;92%;2020-12-09;09/12/2020;13:00:00;DIA NOMAL;42;47;49%;44%;54;49;09/12/2020;(12)-dez/2020;2020;13:00:00
2020-12-09 12:00:00;93;87;38;21;28;6;00:05:48;00:01:04;94%;2020-12-09;09/12/2020;12:00:00;DIA NOMAL;38;59;63%;41%;55;34;09/12/2020;(12)-dez/2020;2020;12:00:00
2020-12-09 11:00:00;119;109;25;21;62;10;00:06:19;00:01:37;92%;2020-12-09;09/12/2020;11:00:00;DIA NOMAL;25;46;39%;21%;94;73;09/12/2020;(12)-dez/2020;2020;11:00:00
2020-12-09 10:00:00;97;90;59;14;17;7;00:04:59;00:00:39;93%;2020-12-09;09/12/2020;10:00:00;DIA NOMAL;59;73;75%;61%;38;24;09/12/2020;(12)-dez/2020;2020;10:00:00
2020-12-09 09:00:00;38;37;30;;;1;00:04:26;00:00:00;97%;2020-12-09;09/12/2020;09:00:00;DIA NOMAL;30;30;79%;79%;8;8;09/12/2020;(12)-dez/2020;2020;09:00:00
2020-12-09 08:00:00;1;1;1;;;;00:06:56;00:00:00;100%;2020-12-09;09/12/2020;08:00:00;DIA NOMAL;1;1;100%;100%;0;0;09/12/2020;(12)-dez/2020;2020;08:00:00
2020-12-08 21:00:00;3;3;3;;;;00:06:56;00:00:00;100%;2020-12-08;08/12/2020;21:00:00;DIA NOMAL;3;3;100%;100%;0;0;08/12/2020;(12)-dez/2020;2020;21:00:00
2020-12-08 20:00:00;22;22;22;;;;00:03:50;00:00:01;100%;2020-12-08;08/12/2020;20:00:00;DIA NOMAL;22;22;100%;100%;0;0;08/12/2020;(12)-dez/2020;2020;20:00:00
2020-12-08 19:00:00;32;31;27;;4;1;00:04:29;00:00:17;97%;2020-12-08;08/12/2020;19:00:00;DIA NOMAL;27;27;84%;84%;5;5;08/12/2020;(12)-dez/2020;2020;19:00:00
2020-12-08 18:00:00;61;51;7;8;36;10;00:05:31;00:03:17;84%;2020-12-08;08/12/2020;18:00:00;DIA NOMAL;7;15;25%;11%;54;46;08/12/2020;(12)-dez/2020;2020;18:00:00
2020-12-08 17:00:00;82;75;43;13;19;7;00:06:46;00:00:54;92%;2020-12-08;08/12/2020;17:00:00;DIA NOMAL;43;56;68%;52%;39;26;08/12/2020;(12)-dez/2020;2020;17:00:00
2020-12-08 16:00:00;79;78;72;5;1;1;00:05:37;00:00:09;99%;2020-12-08;08/12/2020;16:00:00;DIA NOMAL;72;77;97%;91%;7;2;08/12/2020;(12)-dez/2020;2020;16:00:00
2020-12-08 15:00:00;90;89;67;8;14;1;00:05:48;00:00:29;99%;2020-12-08;08/12/2020;15:00:00;DIA NOMAL;67;75;83%;74%;23;15;08/12/2020;(12)-dez/2020;2020;15:00:00
2020-12-08 14:00:00;95;94;80;6;8;1;00:06:27;00:00:17;99%;2020-12-08;08/12/2020;14:00:00;DIA NOMAL;80;86;91%;84%;15;9;08/12/2020;(12)-dez/2020;2020;14:00:00
2020-12-08 13:00:00;98;95;80;5;10;3;00:05:32;00:00:19;97%;2020-12-08;08/12/2020;13:00:00;DIA NOMAL;80;85;87%;82%;18;13;08/12/2020;(12)-dez/2020;2020;13:00:00
2020-12-08 12:00:00;113;111;100;6;4;2;00:05:40;00:00:12;98%;2020-12-08;08/12/2020;12:00:00;DIA NOMAL;100;106;94%;88%;13;7;08/12/2020;(12)-dez/2020;2020;12:00:00
2020-12-08 11:00:00;110;104;44;14;45;6;00:06:24;00:01:43;95%;2020-12-08;08/12/2020;11:00:00;DIA NOMAL;44;58;53%;40%;66;52;08/12/2020;(12)-dez/2020;2020;11:00:00
2020-12-08 10:00:00;109;96;7;6;83;13;00:07:36;00:03:21;87%;2020-12-08;08/12/2020;10:00:00;DIA NOMAL;7;13;12%;6%;102;96;08/12/2020;(12)-dez/2020;2020;10:00:00
2020-12-08 09:00:00;39;39;36;1;;;00:04:24;00:00:00;100%;2020-12-08;08/12/2020;09:00:00;DIA NOMAL;36;37;95%;92%;3;2;08/12/2020;(12)-dez/2020;2020;09:00:00
2020-12-08 08:00:00;1;1;1;;;;00:02:49;00:00:00;100%;2020-12-08;08/12/2020;08:00:00;DIA NOMAL;1;1;100%;100%;0;0;08/12/2020;(12)-dez/2020;2020;08:00:00
2020-12-07 21:00:00;6;6;6;;;;00:03:28;00:00:00;100%;2020-12-07;07/12/2020;21:00:00;DIA DE PICO;6;6;100%;100%;0;0;07/12/2020;(12)-dez/2020;2020;21:00:00
2020-12-07 20:00:00;22;22;19;2;1;;00:05:45;00:00:22;100%;2020-12-07;07/12/2020;20:00:00;DIA DE PICO;19;21;95%;86%;3;1;07/12/2020;(12)-dez/2020;2020;20:00:00
2020-12-07 19:00:00;35;29;12;2;15;6;00:05:47;00:02:41;83%;2020-12-07;07/12/2020;19:00:00;DIA DE PICO;12;14;40%;34%;23;21;07/12/2020;(12)-dez/2020;2020;19:00:00
2020-12-07 18:00:00;78;61;;2;59;17;00:05:42;00:04:11;78%;2020-12-07;07/12/2020;18:00:00;DIA DE PICO;0;2;3%;0%;78;76;07/12/2020;(12)-dez/2020;2020;18:00:00
2020-12-07 17:00:00;97;83;9;2;72;14;00:05:48;00:03:51;86%;2020-12-07;07/12/2020;17:00:00;DIA DE PICO;9;11;11%;9%;88;86;07/12/2020;(12)-dez/2020;2020;17:00:00
2020-12-07 16:00:00;136;117;7;2;108;19;00:06:22;00:03:30;86%;2020-12-07;07/12/2020;16:00:00;DIA DE PICO;7;9;7%;5%;129;127;07/12/2020;(12)-dez/2020;2020;16:00:00
2020-12-07 15:00:00;107;93;17;11;65;14;00:06:13;00:03:17;87%;2020-12-07;07/12/2020;15:00:00;DIA DE PICO;17;28;26%;16%;90;79;07/12/2020;(12)-dez/2020;2020;15:00:00
2020-12-07 14:00:00;112;106;43;19;44;6;00:06:37;00:01:13;95%;2020-12-07;07/12/2020;14:00:00;DIA DE PICO;43;62;55%;38%;69;50;07/12/2020;(12)-dez/2020;2020;14:00:00
2020-12-07 13:00:00;125;122;32;30;60;3;00:06:05;00:01:24;98%;2020-12-07;07/12/2020;13:00:00;DIA DE PICO;32;62;50%;26%;93;63;07/12/2020;(12)-dez/2020;2020;13:00:00
2020-12-07 12:00:00;135;122;21;20;80;13;00:06:13;00:02:13;90%;2020-12-07;07/12/2020;12:00:00;DIA DE PICO;21;41;30%;16%;114;94;07/12/2020;(12)-dez/2020;2020;12:00:00
2020-12-07 11:00:00;149;132;20;9;103;17;00:06:45;00:03:07;89%;2020-12-07;07/12/2020;11:00:00;DIA DE PICO;20;29;19%;13%;129;120;07/12/2020;(12)-dez/2020;2020;11:00:00
2020-12-07 10:00:00;125;108;1;19;88;17;00:06:29;00:02:22;86%;2020-12-07;07/12/2020;10:00:00;DIA DE PICO;1;20;16%;1%;124;105;07/12/2020;(12)-dez/2020;2020;10:00:00
2020-12-07 09:00:00;72;72;62;7;3;;00:05:21;00:00:12;100%;2020-12-07;07/12/2020;09:00:00;DIA DE PICO;62;69;96%;86%;10;3;07/12/2020;(12)-dez/2020;2020;09:00:00
2020-12-04 21:00:00;2;2;2;;;;00:03:58;00:00:00;100%;2020-12-04;04/12/2020;21:00:00;DIA NOMAL;2;2;100%;100%;0;0;04/12/2020;(12)-dez/2020;2020;21:00:00
2020-12-04 20:00:00;12;11;11;;;1;00:12:55;00:00:02;92%;2020-12-04;04/12/2020;20:00:00;DIA NOMAL;11;11;92%;92%;1;1;04/12/2020;(12)-dez/2020;2020;20:00:00
2020-12-04 19:00:00;27;27;21;2;4;;00:05:53;00:00:26;100%;2020-12-04;04/12/2020;19:00:00;DIA NOMAL;21;23;85%;78%;6;4;04/12/2020;(12)-dez/2020;2020;19:00:00
2020-12-04 18:00:00;65;57;13;;44;8;00:05:05;00:02:59;88%;2020-12-04;04/12/2020;18:00:00;DIA NOMAL;13;13;20%;20%;52;52;04/12/2020;(12)-dez/2020;2020;18:00:00
2020-12-04 17:00:00;77;73;29;9;35;4;00:05:09;00:01:41;95%;2020-12-04;04/12/2020;17:00:00;DIA NOMAL;29;38;49%;38%;48;39;04/12/2020;(12)-dez/2020;2020;17:00:00
2020-12-04 16:00:00;86;86;71;11;3;;00:05:37;00:00:16;100%;2020-12-04;04/12/2020;16:00:00;DIA NOMAL;71;82;95%;83%;15;4;04/12/2020;(12)-dez/2020;2020;16:00:00
2020-12-04 15:00:00;82;79;45;9;25;3;00:06:18;00:00:58;96%;2020-12-04;04/12/2020;15:00:00;DIA NOMAL;45;54;66%;55%;37;28;04/12/2020;(12)-dez/2020;2020;15:00:00
2020-12-04 14:00:00;93;92;76;7;9;1;00:06:04;00:00:20;99%;2020-12-04;04/12/2020;14:00:00;DIA NOMAL;76;83;89%;82%;17;10;04/12/2020;(12)-dez/2020;2020;14:00:00
2020-12-04 13:00:00;93;92;81;8;3;1;00:05:48;00:00:13;99%;2020-12-04;04/12/2020;13:00:00;DIA NOMAL;81;89;96%;87%;12;4;04/12/2020;(12)-dez/2020;2020;13:00:00
2020-12-04 12:00:00;111;111;68;22;21;;00:05:40;00:00:39;100%;2020-12-04;04/12/2020;12:00:00;DIA NOMAL;68;90;81%;61%;43;21;04/12/2020;(12)-dez/2020;2020;12:00:00
2020-12-04 11:00:00;101;97;72;15;9;4;00:06:25;00:00:26;96%;2020-12-04;04/12/2020;11:00:00;DIA NOMAL;72;87;86%;71%;29;14;04/12/2020;(12)-dez/2020;2020;11:00:00
2020-12-04 10:00:00;91;82;42;10;30;9;00:06:41;00:01:15;90%;2020-12-04;04/12/2020;10:00:00;DIA NOMAL;42;52;57%;46%;49;39;04/12/2020;(12)-dez/2020;2020;10:00:00
2020-12-04 09:00:00;53;53;53;;;;00:05:37;00:00:00;100%;2020-12-04;04/12/2020;09:00:00;DIA NOMAL;53;53;100%;100%;0;0;04/12/2020;(12)-dez/2020;2020;09:00:00
2020-12-03 21:00:00;9;9;9;;;;00:04:40;00:00:00;100%;2020-12-03;03/12/2020;21:00:00;DIA NOMAL;9;9;100%;100%;0;0;03/12/2020;(12)-dez/2020;2020;21:00:00
2020-12-03 20:00:00;16;15;15;;;1;00:04:50;00:00:02;94%;2020-12-03;03/12/2020;20:00:00;DIA NOMAL;15;15;94%;94%;1;1;03/12/2020;(12)-dez/2020;2020;20:00:00
2020-12-03 19:00:00;31;30;28;1;1;1;00:04:50;00:00:07;97%;2020-12-03;03/12/2020;19:00:00;DIA NOMAL;28;29;94%;90%;3;2;03/12/2020;(12)-dez/2020;2020;19:00:00
2020-12-03 18:00:00;62;57;22;3;32;5;00:05:43;00:03:09;92%;2020-12-03;03/12/2020;18:00:00;DIA NOMAL;22;25;40%;35%;40;37;03/12/2020;(12)-dez/2020;2020;18:00:00
2020-12-03 17:00:00;80;73;35;4;34;7;00:06:33;00:01:55;91%;2020-12-03;03/12/2020;17:00:00;DIA NOMAL;35;39;49%;44%;45;41;03/12/2020;(12)-dez/2020;2020;17:00:00
2020-12-03 16:00:00;89;85;62;15;8;4;00:05:08;00:00:27;96%;2020-12-03;03/12/2020;16:00:00;DIA NOMAL;62;77;87%;70%;27;12;03/12/2020;(12)-dez/2020;2020;16:00:00
2020-12-03 15:00:00;102;101;73;14;14;1;00:06:52;00:00:36;99%;2020-12-03;03/12/2020;15:00:00;DIA NOMAL;73;87;85%;72%;29;15;03/12/2020;(12)-dez/2020;2020;15:00:00
2020-12-03 14:00:00;124;120;62;31;25;4;00:05:52;00:00:47;97%;2020-12-03;03/12/2020;14:00:00;DIA NOMAL;62;93;75%;50%;62;31;03/12/2020;(12)-dez/2020;2020;14:00:00
2020-12-03 13:00:00;85;82;57;7;18;3;00:05:58;00:00:35;95%;2020-12-03;03/12/2020;13:00:00;DIA NOMAL;57;64;75%;67%;28;21;03/12/2020;(12)-dez/2020;2020;13:00:00
2020-12-03 12:00:00;109;108;73;16;18;1;00:06:17;00:00:40;99%;2020-12-03;03/12/2020;12:00:00;DIA NOMAL;73;89;82%;67%;36;20;03/12/2020;(12)-dez/2020;2020;12:00:00
2020-12-03 11:00:00;106;102;44;20;38;4;00:05:19;00:01:23;96%;2020-12-03;03/12/2020;11:00:00;DIA NOMAL;44;64;60%;42%;62;42;03/12/2020;(12)-dez/2020;2020;11:00:00
2020-12-03 10:00:00;82;82;44;11;26;;00:05:45;00:01:08;100%;2020-12-03;03/12/2020;10:00:00;DIA NOMAL;44;55;67%;54%;38;27;03/12/2020;(12)-dez/2020;2020;10:00:00
2020-12-03 09:00:00;43;43;43;;;;00:04:52;00:00:01;100%;2020-12-03;03/12/2020;09:00:00;DIA NOMAL;43;43;100%;100%;0;0;03/12/2020;(12)-dez/2020;2020;09:00:00
2020-12-02 21:00:00;5;5;5;;;;00:05:29;00:00:00;100%;2020-12-02;02/12/2020;21:00:00;DIA NOMAL;5;5;100%;100%;0;0;02/12/2020;(12)-dez/2020;2020;21:00:00
2020-12-02 20:00:00;17;17;17;;;;00:05:11;00:00:00;100%;2020-12-02;02/12/2020;20:00:00;DIA NOMAL;17;17;100%;100%;0;0;02/12/2020;(12)-dez/2020;2020;20:00:00
2020-12-02 19:00:00;27;26;23;1;2;1;00:04:32;00:00:15;96%;2020-12-02;02/12/2020;19:00:00;DIA NOMAL;23;24;89%;85%;4;3;02/12/2020;(12)-dez/2020;2020;19:00:00
2020-12-02 18:00:00;49;49;33;6;10;;00:05:19;00:00:41;100%;2020-12-02;02/12/2020;18:00:00;DIA NOMAL;33;39;80%;67%;16;10;02/12/2020;(12)-dez/2020;2020;18:00:00
2020-12-02 17:00:00;80;72;21;9;42;8;00:06:33;00:02:01;90%;2020-12-02;02/12/2020;17:00:00;DIA NOMAL;21;30;38%;26%;59;50;02/12/2020;(12)-dez/2020;2020;17:00:00
2020-12-02 16:00:00;108;96;34;18;44;12;00:05:48;00:01:36;89%;2020-12-02;02/12/2020;16:00:00;DIA NOMAL;34;52;48%;31%;74;56;02/12/2020;(12)-dez/2020;2020;16:00:00
2020-12-02 15:00:00;92;90;71;11;8;2;00:05:16;00:00:21;98%;2020-12-02;02/12/2020;15:00:00;DIA NOMAL;71;82;89%;77%;21;10;02/12/2020;(12)-dez/2020;2020;15:00:00
2020-12-02 14:00:00;87;85;76;9;;2;00:05:08;00:00:09;98%;2020-12-02;02/12/2020;14:00:00;DIA NOMAL;76;85;98%;87%;11;2;02/12/2020;(12)-dez/2020;2020;14:00:00
2020-12-02 13:00:00;91;91;88;3;;;00:05:26;00:00:04;100%;2020-12-02;02/12/2020;13:00:00;DIA NOMAL;88;91;100%;97%;3;0;02/12/2020;(12)-dez/2020;2020;13:00:00
2020-12-02 12:00:00;92;86;59;16;10;6;00:06:03;00:00:31;94%;2020-12-02;02/12/2020;12:00:00;DIA NOMAL;59;75;82%;64%;33;17;02/12/2020;(12)-dez/2020;2020;12:00:00
2020-12-02 11:00:00;134;118;13;25;79;16;00:06:20;00:02:11;88%;2020-12-02;02/12/2020;11:00:00;DIA NOMAL;13;38;28%;10%;121;96;02/12/2020;(12)-dez/2020;2020;11:00:00
2020-12-02 10:00:00;89;82;17;15;50;7;00:06:13;00:02:19;92%;2020-12-02;02/12/2020;10:00:00;DIA NOMAL;17;32;36%;19%;72;57;02/12/2020;(12)-dez/2020;2020;10:00:00
2020-12-02 09:00:00;51;51;51;;;;00:04:58;00:00:00;100%;2020-12-02;02/12/2020;09:00:00;DIA NOMAL;51;51;100%;100%;0;0;02/12/2020;(12)-dez/2020;2020;09:00:00
2020-12-01 21:00:00;6;6;6;;;;00:04:51;00:00:03;100%;2020-12-01;01/12/2020;21:00:00;DIA NOMAL;6;6;100%;100%;0;0;01/12/2020;(12)-dez/2020;2020;21:00:00
2020-12-01 20:00:00;14;14;14;;;;00:09:16;00:00:01;100%;2020-12-01;01/12/2020;20:00:00;DIA NOMAL;14;14;100%;100%;0;0;01/12/2020;(12)-dez/2020;2020;20:00:00
2020-12-01 19:00:00;27;27;25;1;;;00:04:26;00:00:03;100%;2020-12-01;01/12/2020;19:00:00;DIA NOMAL;25;26;96%;93%;2;1;01/12/2020;(12)-dez/2020;2020;19:00:00
2020-12-01 18:00:00;61;57;22;13;22;4;00:05:11;00:01:11;93%;2020-12-01;01/12/2020;18:00:00;DIA NOMAL;22;35;57%;36%;39;26;01/12/2020;(12)-dez/2020;2020;18:00:00
2020-12-01 17:00:00;77;70;27;7;36;7;00:06:15;00:02:02;91%;2020-12-01;01/12/2020;17:00:00;DIA NOMAL;27;34;44%;35%;50;43;01/12/2020;(12)-dez/2020;2020;17:00:00
2020-12-01 16:00:00;95;86;20;13;53;9;00:06:20;00:01:42;91%;2020-12-01;01/12/2020;16:00:00;DIA NOMAL;20;33;35%;21%;75;62;01/12/2020;(12)-dez/2020;2020;16:00:00
2020-12-01 15:00:00;109;103;58;14;30;6;00:06:19;00:01:19;95%;2020-12-01;01/12/2020;15:00:00;DIA NOMAL;58;72;66%;53%;51;37;01/12/2020;(12)-dez/2020;2020;15:00:00
2020-12-01 14:00:00;114;112;106;4;1;2;00:05:25;00:00:06;98%;2020-12-01;01/12/2020;14:00:00;DIA NOMAL;106;110;96%;93%;8;4;01/12/2020;(12)-dez/2020;2020;14:00:00
2020-12-01 13:00:00;84;83;76;4;2;1;00:06:01;00:00:07;99%;2020-12-01;01/12/2020;13:00:00;DIA NOMAL;76;80;95%;90%;8;4;01/12/2020;(12)-dez/2020;2020;13:00:00
2020-12-01 12:00:00;119;116;78;20;17;3;00:06:44;00:00:37;98%;2020-12-01;01/12/2020;12:00:00;DIA NOMAL;78;98;82%;66%;41;21;01/12/2020;(12)-dez/2020;2020;12:00:00
2020-12-01 11:00:00;149;135;39;26;69;14;00:06:17;00:02:36;91%;2020-12-01;01/12/2020;11:00:00;DIA NOMAL;39;65;44%;26%;110;84;01/12/2020;(12)-dez/2020;2020;11:00:00
2020-12-01 10:00:00;100;81;9;7;65;19;00:07:23;00:03:26;81%;2020-12-01;01/12/2020;10:00:00;DIA NOMAL;9;16;16%;9%;91;84;01/12/2020;(12)-dez/2020;2020;10:00:00
2020-12-01 09:00:00;61;60;55;3;1;1;00:05:35;00:00:07;98%;2020-12-01;01/12/2020;09:00:00;DIA NOMAL;55;58;95%;90%;6;3;01/12/2020;(12)-dez/2020;2020;09:00:00
2020-11-30 21:00:00;13;13;13;;;;00:03:47;00:00:00;100%;2020-11-30;30/11/2020;21:00:00;DIA DE PICO;13;13;100%;100%;0;0;30/11/2020;(11)-nov/2020;2020;21:00:00
2020-11-30 20:00:00;20;20;20;;;;00:03:45;00:00:00;100%;2020-11-30;30/11/2020;20:00:00;DIA DE PICO;20;20;100%;100%;0;0;30/11/2020;(11)-nov/2020;2020;20:00:00
2020-11-30 19:00:00;26;26;26;;;;00:04:41;00:00:00;100%;2020-11-30;30/11/2020;19:00:00;DIA DE PICO;26;26;100%;100%;0;0;30/11/2020;(11)-nov/2020;2020;19:00:00
2020-11-30 18:00:00;43;42;36;4;2;1;00:04:27;00:00:14;98%;2020-11-30;30/11/2020;18:00:00;DIA DE PICO;36;40;93%;84%;7;3;30/11/2020;(11)-nov/2020;2020;18:00:00
2020-11-30 17:00:00;97;86;5;12;69;11;00:05:58;00:03:32;89%;2020-11-30;30/11/2020;17:00:00;DIA DE PICO;5;17;18%;5%;92;80;30/11/2020;(11)-nov/2020;2020;17:00:00
2020-11-30 16:00:00;112;96;11;10;74;16;00:05:52;00:02:27;86%;2020-11-30;30/11/2020;16:00:00;DIA DE PICO;11;21;19%;10%;101;91;30/11/2020;(11)-nov/2020;2020;16:00:00
2020-11-30 15:00:00;93;93;45;8;39;;00:05:44;00:01:20;100%;2020-11-30;30/11/2020;15:00:00;DIA DE PICO;45;53;57%;48%;48;40;30/11/2020;(11)-nov/2020;2020;15:00:00
2020-11-30 14:00:00;97;96;81;10;4;1;00:05:16;00:00:13;99%;2020-11-30;30/11/2020;14:00:00;DIA DE PICO;81;91;94%;84%;16;6;30/11/2020;(11)-nov/2020;2020;14:00:00
2020-11-30 13:00:00;117;109;55;22;30;8;00:05:27;00:00:56;93%;2020-11-30;30/11/2020;13:00:00;DIA DE PICO;55;77;66%;47%;62;40;30/11/2020;(11)-nov/2020;2020;13:00:00
2020-11-30 12:00:00;106;105;52;9;43;1;00:06:11;00:01:11;99%;2020-11-30;30/11/2020;12:00:00;DIA DE PICO;52;61;58%;49%;54;45;30/11/2020;(11)-nov/2020;2020;12:00:00
2020-11-30 11:00:00;121;112;58;14;38;9;00:07:00;00:01:05;93%;2020-11-30;30/11/2020;11:00:00;DIA DE PICO;58;72;60%;48%;63;49;30/11/2020;(11)-nov/2020;2020;11:00:00
2020-11-30 10:00:00;100;96;39;13;44;4;00:05:39;00:01:34;96%;2020-11-30;30/11/2020;10:00:00;DIA DE PICO;39;52;52%;39%;61;48;30/11/2020;(11)-nov/2020;2020;10:00:00
2020-11-30 09:00:00;47;47;47;;;;00:04:46;00:00:00;100%;2020-11-30;30/11/2020;09:00:00;DIA DE PICO;47;47;100%;100%;0;0;30/11/2020;(11)-nov/2020;2020;09:00:00
2020-11-27 21:00:00;1;1;1;;;;00:01:36;00:00:00;100%;2020-11-27;27/11/2020;21:00:00;DIA NOMAL;1;1;100%;100%;0;0;27/11/2020;(11)-nov/2020;2020;21:00:00
2020-11-27 20:00:00;13;13;13;;;;00:06:07;00:00:00;100%;2020-11-27;27/11/2020;20:00:00;DIA NOMAL;13;13;100%;100%;0;0;27/11/2020;(11)-nov/2020;2020;20:00:00
2020-11-27 19:00:00;22;22;21;1;;;00:06:17;00:00:03;100%;2020-11-27;27/11/2020;19:00:00;DIA NOMAL;21;22;100%;95%;1;0;27/11/2020;(11)-nov/2020;2020;19:00:00
2020-11-27 18:00:00;47;46;36;5;3;1;00:05:32;00:00:17;98%;2020-11-27;27/11/2020;18:00:00;DIA NOMAL;36;41;87%;77%;11;6;27/11/2020;(11)-nov/2020;2020;18:00:00
2020-11-27 17:00:00;71;71;49;12;10;;00:05:28;00:00:31;100%;2020-11-27;27/11/2020;17:00:00;DIA NOMAL;49;61;86%;69%;22;10;27/11/2020;(11)-nov/2020;2020;17:00:00
2020-11-27 16:00:00;73;73;61;6;6;;00:05:10;00:00:15;100%;2020-11-27;27/11/2020;16:00:00;DIA NOMAL;61;67;92%;84%;12;6;27/11/2020;(11)-nov/2020;2020;16:00:00
2020-11-27 15:00:00;84;84;71;13;;;00:04:51;00:00:12;100%;2020-11-27;27/11/2020;15:00:00;DIA NOMAL;71;84;100%;85%;13;0;27/11/2020;(11)-nov/2020;2020;15:00:00
2020-11-27 14:00:00;98;92;8;20;64;6;00:07:21;00:02:30;94%;2020-11-27;27/11/2020;14:00:00;DIA NOMAL;8;28;29%;8%;90;70;27/11/2020;(11)-nov/2020;2020;14:00:00
2020-11-27 13:00:00;74;74;74;;;;00:05:35;00:00:00;100%;2020-11-27;27/11/2020;13:00:00;DIA NOMAL;74;74;100%;100%;0;0;27/11/2020;(11)-nov/2020;2020;13:00:00
2020-11-27 12:00:00;95;93;81;10;2;2;00:05:59;00:00:12;98%;2020-11-27;27/11/2020;12:00:00;DIA NOMAL;81;91;96%;85%;14;4;27/11/2020;(11)-nov/2020;2020;12:00:00
2020-11-27 11:00:00;91;88;49;12;27;3;00:05:39;00:00:55;97%;2020-11-27;27/11/2020;11:00:00;DIA NOMAL;49;61;67%;54%;42;30;27/11/2020;(11)-nov/2020;2020;11:00:00
2020-11-27 10:00:00;86;82;33;17;32;4;00:06:18;00:01:06;95%;2020-11-27;27/11/2020;10:00:00;DIA NOMAL;33;50;58%;38%;53;36;27/11/2020;(11)-nov/2020;2020;10:00:00
2020-11-27 09:00:00;47;47;47;;;;00:05:29;00:00:00;100%;2020-11-27;27/11/2020;09:00:00;DIA NOMAL;47;47;100%;100%;0;0;27/11/2020;(11)-nov/2020;2020;09:00:00
2020-11-26 21:00:00;5;5;5;;;;00:03:18;00:00:00;100%;2020-11-26;26/11/2020;21:00:00;DIA NOMAL;5;5;100%;100%;0;0;26/11/2020;(11)-nov/2020;2020;21:00:00
