Hours;Calls Presented;Calls Answered;Call Answered <= 45s;Call Answered (> 45s &<= 90s);Call Answered > 90s;Unanswered Calls;TMA;TME;% Answered;DATA_FORMATADA_1;DATA_FORMATADA_FINAL;HORA_FORMATADA;CLASSIFICAÇÃO_DIA;RESPONDIDAS_DN;RESPONDIDAS_DP;NS_DP;NS_DN;NÃO_RESPONDIDAS_DN;NÃO_RESPONDIDAS_DP;DATA_FORMATADA_2;MÊS;ANO;HORA_FORMATADA_2
2021-06-21 11:00:00;151;148;140;7;;3;00:04:56;00:00:07;98%;2021-06-21;21/06/2021;11:00:00;DIA DE PICO;140;147;97%;93%;11;4;21/06/2021;(06)-jun/2021;2021;11:00:00
2021-06-21 10:00:00;122;120;116;4;;2;00:05:16;00:00:03;98%;2021-06-21;21/06/2021;10:00:00;DIA DE PICO;116;120;98%;95%;6;2;21/06/2021;(06)-jun/2021;2021;10:00:00
2021-06-21 09:00:00;116;116;114;;1;;00:05:03;00:00:03;100%;2021-06-21;21/06/2021;09:00:00;DIA DE PICO;114;114;98%;98%;2;2;21/06/2021;(06)-jun/2021;2021;09:00:00
2021-06-21 08:00:00;54;52;50;2;;2;00:04:33;00:00:06;96%;2021-06-21;21/06/2021;08:00:00;DIA DE PICO;50;52;96%;93%;4;2;21/06/2021;(06)-jun/2021;2021;08:00:00
2021-06-18 20:00:00;5;5;5;;;;00:06:02;00:00:00;100%;2021-06-18;18/06/2021;20:00:00;DIA NOMAL;5;5;100%;100%;0;0;18/06/2021;(06)-jun/2021;2021;20:00:00
2021-06-18 19:00:00;12;11;11;;;1;00:06:45;00:00:05;92%;2021-06-18;18/06/2021;19:00:00;DIA NOMAL;11;11;92%;92%;1;1;18/06/2021;(06)-jun/2021;2021;19:00:00
2021-06-18 18:00:00;21;21;21;;;;00:06:57;00:00:02;100%;2021-06-18;18/06/2021;18:00:00;DIA NOMAL;21;21;100%;100%;0;0;18/06/2021;(06)-jun/2021;2021;18:00:00
2021-06-18 17:00:00;53;52;29;14;9;1;00:05:34;00:00:44;98%;2021-06-18;18/06/2021;17:00:00;DIA NOMAL;29;43;81%;55%;24;10;18/06/2021;(06)-jun/2021;2021;17:00:00
2021-06-18 16:00:00;83;76;22;5;49;7;00:05:51;00:03:09;92%;2021-06-18;18/06/2021;16:00:00;DIA NOMAL;22;27;33%;27%;61;56;18/06/2021;(06)-jun/2021;2021;16:00:00
2021-06-18 15:00:00;96;96;82;4;10;;00:05:49;00:00:17;100%;2021-06-18;18/06/2021;15:00:00;DIA NOMAL;82;86;90%;85%;14;10;18/06/2021;(06)-jun/2021;2021;15:00:00
2021-06-18 14:00:00;101;101;101;;;;00:04:59;00:00:00;100%;2021-06-18;18/06/2021;14:00:00;DIA NOMAL;101;101;100%;100%;0;0;18/06/2021;(06)-jun/2021;2021;14:00:00
2021-06-18 13:00:00;100;100;100;;;;00:05:32;00:00:00;100%;2021-06-18;18/06/2021;13:00:00;DIA NOMAL;100;100;100%;100%;0;0;18/06/2021;(06)-jun/2021;2021;13:00:00
2021-06-18 12:00:00;78;78;78;;;;00:05:06;00:00:00;100%;2021-06-18;18/06/2021;12:00:00;DIA NOMAL;78;78;100%;100%;0;0;18/06/2021;(06)-jun/2021;2021;12:00:00
2021-06-18 11:00:00;127;125;88;18;19;2;00:05:34;00:00:34;98%;2021-06-18;18/06/2021;11:00:00;DIA NOMAL;88;106;83%;69%;39;21;18/06/2021;(06)-jun/2021;2021;11:00:00
2021-06-18 10:00:00;97;97;97;;;;00:05:24;00:00:00;100%;2021-06-18;18/06/2021;10:00:00;DIA NOMAL;97;97;100%;100%;0;0;18/06/2021;(06)-jun/2021;2021;10:00:00
2021-06-18 09:00:00;87;87;87;;;;00:04:52;00:00:00;100%;2021-06-18;18/06/2021;09:00:00;DIA NOMAL;87;87;100%;100%;0;0;18/06/2021;(06)-jun/2021;2021;09:00:00
2021-06-18 08:00:00;42;42;42;;;;00:05:30;00:00:00;100%;2021-06-18;18/06/2021;08:00:00;DIA NOMAL;42;42;100%;100%;0;0;18/06/2021;(06)-jun/2021;2021;08:00:00
2021-06-17 20:00:00;2;2;2;;;;00:02:29;00:00:00;100%;2021-06-17;17/06/2021;20:00:00;DIA NOMAL;2;2;100%;100%;0;0;17/06/2021;(06)-jun/2021;2021;20:00:00
2021-06-17 19:00:00;23;23;17;4;2;;00:05:14;00:00:25;100%;2021-06-17;17/06/2021;19:00:00;DIA NOMAL;17;21;91%;74%;6;2;17/06/2021;(06)-jun/2021;2021;19:00:00
2021-06-17 18:00:00;24;24;21;1;2;;00:07:51;00:00:14;100%;2021-06-17;17/06/2021;18:00:00;DIA NOMAL;21;22;92%;88%;3;2;17/06/2021;(06)-jun/2021;2021;18:00:00
2021-06-17 17:00:00;59;58;37;11;10;1;00:06:35;00:00:34;98%;2021-06-17;17/06/2021;17:00:00;DIA NOMAL;37;48;81%;63%;22;11;17/06/2021;(06)-jun/2021;2021;17:00:00
2021-06-17 16:00:00;112;104;42;14;48;8;00:06:20;00:01:35;93%;2021-06-17;17/06/2021;16:00:00;DIA NOMAL;42;56;50%;38%;70;56;17/06/2021;(06)-jun/2021;2021;16:00:00
2021-06-17 15:00:00;103;93;53;1;39;10;00:06:20;00:01:49;90%;2021-06-17;17/06/2021;15:00:00;DIA NOMAL;53;54;52%;51%;50;49;17/06/2021;(06)-jun/2021;2021;15:00:00
2021-06-17 14:00:00;89;89;89;;;;00:05:08;00:00:00;100%;2021-06-17;17/06/2021;14:00:00;DIA NOMAL;89;89;100%;100%;0;0;17/06/2021;(06)-jun/2021;2021;14:00:00
2021-06-17 13:00:00;106;106;105;;;;00:05:31;00:00:00;100%;2021-06-17;17/06/2021;13:00:00;DIA NOMAL;105;105;99%;99%;1;1;17/06/2021;(06)-jun/2021;2021;13:00:00
2021-06-17 12:00:00;108;108;107;;;;00:05:16;00:00:00;100%;2021-06-17;17/06/2021;12:00:00;DIA NOMAL;107;107;99%;99%;1;1;17/06/2021;(06)-jun/2021;2021;12:00:00
2021-06-17 11:00:00;133;133;129;4;;;00:05:30;00:00:03;100%;2021-06-17;17/06/2021;11:00:00;DIA NOMAL;129;133;100%;97%;4;0;17/06/2021;(06)-jun/2021;2021;11:00:00
2021-06-17 10:00:00;142;136;66;27;43;6;00:05:32;00:01:01;96%;2021-06-17;17/06/2021;10:00:00;DIA NOMAL;66;93;65%;46%;76;49;17/06/2021;(06)-jun/2021;2021;10:00:00
2021-06-17 09:00:00;104;104;103;;;;00:05:45;00:00:02;100%;2021-06-17;17/06/2021;09:00:00;DIA NOMAL;103;103;99%;99%;1;1;17/06/2021;(06)-jun/2021;2021;09:00:00
2021-06-17 08:00:00;48;48;48;;;;00:05:12;00:00:01;100%;2021-06-17;17/06/2021;08:00:00;DIA NOMAL;48;48;100%;100%;0;0;17/06/2021;(06)-jun/2021;2021;08:00:00
2021-06-17 07:00:00;1;1;1;;;;00:04:14;00:00:00;100%;2021-06-17;17/06/2021;07:00:00;DIA NOMAL;1;1;100%;100%;0;0;17/06/2021;(06)-jun/2021;2021;07:00:00
2021-06-16 20:00:00;1;1;1;;;;00:02:56;00:00:00;100%;2021-06-16;16/06/2021;20:00:00;DIA NOMAL;1;1;100%;100%;0;0;16/06/2021;(06)-jun/2021;2021;20:00:00
2021-06-16 19:00:00;15;15;15;;;;00:04:37;00:00:00;100%;2021-06-16;16/06/2021;19:00:00;DIA NOMAL;15;15;100%;100%;0;0;16/06/2021;(06)-jun/2021;2021;19:00:00
2021-06-16 18:00:00;28;28;21;5;2;;00:06:42;00:00:22;100%;2021-06-16;16/06/2021;18:00:00;DIA NOMAL;21;26;93%;75%;7;2;16/06/2021;(06)-jun/2021;2021;18:00:00
2021-06-16 17:00:00;60;59;32;10;17;1;00:07:42;00:01:12;98%;2021-06-16;16/06/2021;17:00:00;DIA NOMAL;32;42;70%;53%;28;18;16/06/2021;(06)-jun/2021;2021;17:00:00
2021-06-16 16:00:00;114;111;72;11;27;3;00:05:57;00:00:52;97%;2021-06-16;16/06/2021;16:00:00;DIA NOMAL;72;83;73%;63%;42;31;16/06/2021;(06)-jun/2021;2021;16:00:00
2021-06-16 15:00:00;105;104;88;10;6;1;00:05:51;00:00:15;99%;2021-06-16;16/06/2021;15:00:00;DIA NOMAL;88;98;93%;84%;17;7;16/06/2021;(06)-jun/2021;2021;15:00:00
2021-06-16 14:00:00;108;108;104;4;;;00:05:49;00:00:04;100%;2021-06-16;16/06/2021;14:00:00;DIA NOMAL;104;108;100%;96%;4;0;16/06/2021;(06)-jun/2021;2021;14:00:00
2021-06-16 13:00:00;131;131;131;;;;00:05:38;00:00:00;100%;2021-06-16;16/06/2021;13:00:00;DIA NOMAL;131;131;100%;100%;0;0;16/06/2021;(06)-jun/2021;2021;13:00:00
2021-06-16 12:00:00;117;117;117;;;;00:06:00;00:00:00;100%;2021-06-16;16/06/2021;12:00:00;DIA NOMAL;117;117;100%;100%;0;0;16/06/2021;(06)-jun/2021;2021;12:00:00
2021-06-16 11:00:00;117;117;116;;;;00:05:47;00:00:00;100%;2021-06-16;16/06/2021;11:00:00;DIA NOMAL;116;116;99%;99%;1;1;16/06/2021;(06)-jun/2021;2021;11:00:00
2021-06-16 10:00:00;113;113;113;;;;00:05:39;00:00:00;100%;2021-06-16;16/06/2021;10:00:00;DIA NOMAL;113;113;100%;100%;0;0;16/06/2021;(06)-jun/2021;2021;10:00:00
2021-06-16 09:00:00;104;103;103;;;1;00:04:34;00:00:00;99%;2021-06-16;16/06/2021;09:00:00;DIA NOMAL;103;103;99%;99%;1;1;16/06/2021;(06)-jun/2021;2021;09:00:00
2021-06-16 08:00:00;42;42;42;;;;00:05:33;00:00:00;100%;2021-06-16;16/06/2021;08:00:00;DIA NOMAL;42;42;100%;100%;0;0;16/06/2021;(06)-jun/2021;2021;08:00:00
2021-06-15 20:00:00;4;4;4;;;;00:07:43;00:00:00;100%;2021-06-15;15/06/2021;20:00:00;DIA NOMAL;4;4;100%;100%;0;0;15/06/2021;(06)-jun/2021;2021;20:00:00
2021-06-15 19:00:00;12;12;12;;;;00:08:02;00:00:04;100%;2021-06-15;15/06/2021;19:00:00;DIA NOMAL;12;12;100%;100%;0;0;15/06/2021;(06)-jun/2021;2021;19:00:00
2021-06-15 18:00:00;36;34;23;7;4;2;00:08:01;00:00:31;94%;2021-06-15;15/06/2021;18:00:00;DIA NOMAL;23;30;83%;64%;13;6;15/06/2021;(06)-jun/2021;2021;18:00:00
2021-06-15 17:00:00;69;68;46;7;15;1;00:07:36;00:00:42;99%;2021-06-15;15/06/2021;17:00:00;DIA NOMAL;46;53;77%;67%;23;16;15/06/2021;(06)-jun/2021;2021;17:00:00
2021-06-15 16:00:00;110;90;17;3;70;20;00:07:32;00:03:40;82%;2021-06-15;15/06/2021;16:00:00;DIA NOMAL;17;20;18%;15%;93;90;15/06/2021;(06)-jun/2021;2021;16:00:00
2021-06-15 15:00:00;117;101;27;1;73;16;00:06:32;00:02:44;86%;2021-06-15;15/06/2021;15:00:00;DIA NOMAL;27;28;24%;23%;90;89;15/06/2021;(06)-jun/2021;2021;15:00:00
2021-06-15 14:00:00;117;117;117;;;;00:05:51;00:00:00;100%;2021-06-15;15/06/2021;14:00:00;DIA NOMAL;117;117;100%;100%;0;0;15/06/2021;(06)-jun/2021;2021;14:00:00
2021-06-15 13:00:00;101;101;101;;;;00:06:21;00:00:00;100%;2021-06-15;15/06/2021;13:00:00;DIA NOMAL;101;101;100%;100%;0;0;15/06/2021;(06)-jun/2021;2021;13:00:00
2021-06-15 12:00:00;127;127;126;;;;00:05:44;00:00:00;100%;2021-06-15;15/06/2021;12:00:00;DIA NOMAL;126;126;99%;99%;1;1;15/06/2021;(06)-jun/2021;2021;12:00:00
2021-06-15 11:00:00;135;134;121;10;3;1;00:05:29;00:00:10;99%;2021-06-15;15/06/2021;11:00:00;DIA NOMAL;121;131;97%;90%;14;4;15/06/2021;(06)-jun/2021;2021;11:00:00
2021-06-15 10:00:00;122;122;101;17;4;;00:05:12;00:00:16;100%;2021-06-15;15/06/2021;10:00:00;DIA NOMAL;101;118;97%;83%;21;4;15/06/2021;(06)-jun/2021;2021;10:00:00
2021-06-15 09:00:00;125;125;124;1;;;00:05:19;00:00:01;100%;2021-06-15;15/06/2021;09:00:00;DIA NOMAL;124;125;100%;99%;1;0;15/06/2021;(06)-jun/2021;2021;09:00:00
2021-06-15 08:00:00;58;58;58;;;;00:05:10;00:00:02;100%;2021-06-15;15/06/2021;08:00:00;DIA NOMAL;58;58;100%;100%;0;0;15/06/2021;(06)-jun/2021;2021;08:00:00
2021-06-14 20:00:00;6;6;6;;;;00:05:12;00:00:00;100%;2021-06-14;14/06/2021;20:00:00;DIA DE PICO;6;6;100%;100%;0;0;14/06/2021;(06)-jun/2021;2021;20:00:00
2021-06-14 19:00:00;22;21;21;;;1;00:04:49;00:00:06;96%;2021-06-14;14/06/2021;19:00:00;DIA DE PICO;21;21;95%;95%;1;1;14/06/2021;(06)-jun/2021;2021;19:00:00
2021-06-14 18:00:00;40;40;32;7;1;;00:05:11;00:00:17;100%;2021-06-14;14/06/2021;18:00:00;DIA DE PICO;32;39;98%;80%;8;1;14/06/2021;(06)-jun/2021;2021;18:00:00
2021-06-14 17:00:00;63;61;28;10;23;2;00:06:21;00:01:23;97%;2021-06-14;14/06/2021;17:00:00;DIA DE PICO;28;38;60%;44%;35;25;14/06/2021;(06)-jun/2021;2021;17:00:00
2021-06-14 16:00:00;106;96;4;16;76;10;00:06:09;00:02:29;91%;2021-06-14;14/06/2021;16:00:00;DIA DE PICO;4;20;19%;4%;102;86;14/06/2021;(06)-jun/2021;2021;16:00:00
2021-06-14 15:00:00;127;116;45;2;68;11;00:05:21;00:02:21;91%;2021-06-14;14/06/2021;15:00:00;DIA DE PICO;45;47;37%;35%;82;80;14/06/2021;(06)-jun/2021;2021;15:00:00
2021-06-14 14:00:00;123;122;111;10;1;1;00:05:20;00:00:10;99%;2021-06-14;14/06/2021;14:00:00;DIA DE PICO;111;121;98%;90%;12;2;14/06/2021;(06)-jun/2021;2021;14:00:00
2021-06-14 13:00:00;137;136;136;;;1;00:04:55;00:00:00;99%;2021-06-14;14/06/2021;13:00:00;DIA DE PICO;136;136;99%;99%;1;1;14/06/2021;(06)-jun/2021;2021;13:00:00
2021-06-14 12:00:00;115;115;115;;;;00:05:43;00:00:00;100%;2021-06-14;14/06/2021;12:00:00;DIA DE PICO;115;115;100%;100%;0;0;14/06/2021;(06)-jun/2021;2021;12:00:00
2021-06-14 11:00:00;131;131;126;5;;;00:05:17;00:00:03;100%;2021-06-14;14/06/2021;11:00:00;DIA DE PICO;126;131;100%;96%;5;0;14/06/2021;(06)-jun/2021;2021;11:00:00
2021-06-14 10:00:00;105;105;98;6;;;00:05:10;00:00:05;100%;2021-06-14;14/06/2021;10:00:00;DIA DE PICO;98;104;99%;93%;7;1;14/06/2021;(06)-jun/2021;2021;10:00:00
2021-06-14 09:00:00;127;127;121;4;1;;00:05:21;00:00:04;100%;2021-06-14;14/06/2021;09:00:00;DIA DE PICO;121;125;98%;95%;6;2;14/06/2021;(06)-jun/2021;2021;09:00:00
2021-06-14 08:00:00;48;48;48;;;;00:05:52;00:00:01;100%;2021-06-14;14/06/2021;08:00:00;DIA DE PICO;48;48;100%;100%;0;0;14/06/2021;(06)-jun/2021;2021;08:00:00
2021-06-11 20:00:00;3;3;3;;;;00:07:59;00:00:00;100%;2021-06-11;11/06/2021;20:00:00;DIA NOMAL;3;3;100%;100%;0;0;11/06/2021;(06)-jun/2021;2021;20:00:00
2021-06-11 19:00:00;13;13;13;;;;00:05:31;00:00:00;100%;2021-06-11;11/06/2021;19:00:00;DIA NOMAL;13;13;100%;100%;0;0;11/06/2021;(06)-jun/2021;2021;19:00:00
2021-06-11 18:00:00;20;20;19;1;;;00:06:31;00:00:03;100%;2021-06-11;11/06/2021;18:00:00;DIA NOMAL;19;20;100%;95%;1;0;11/06/2021;(06)-jun/2021;2021;18:00:00
2021-06-11 17:00:00;61;54;17;4;33;7;00:06:09;00:03:07;89%;2021-06-11;11/06/2021;17:00:00;DIA NOMAL;17;21;34%;28%;44;40;11/06/2021;(06)-jun/2021;2021;17:00:00
2021-06-11 16:00:00;78;58;2;1;55;20;00:07:22;00:04:16;74%;2021-06-11;11/06/2021;16:00:00;DIA NOMAL;2;3;4%;3%;76;75;11/06/2021;(06)-jun/2021;2021;16:00:00
2021-06-11 15:00:00;115;100;28;10;62;15;00:05:57;00:03:12;87%;2021-06-11;11/06/2021;15:00:00;DIA NOMAL;28;38;33%;24%;87;77;11/06/2021;(06)-jun/2021;2021;15:00:00
2021-06-11 14:00:00;97;97;97;;;;00:05:41;00:00:01;100%;2021-06-11;11/06/2021;14:00:00;DIA NOMAL;97;97;100%;100%;0;0;11/06/2021;(06)-jun/2021;2021;14:00:00
2021-06-11 13:00:00;95;95;95;;;;00:05:29;00:00:00;100%;2021-06-11;11/06/2021;13:00:00;DIA NOMAL;95;95;100%;100%;0;0;11/06/2021;(06)-jun/2021;2021;13:00:00
2021-06-11 12:00:00;108;108;99;6;3;;00:05:02;00:00:07;100%;2021-06-11;11/06/2021;12:00:00;DIA NOMAL;99;105;97%;92%;9;3;11/06/2021;(06)-jun/2021;2021;12:00:00
2021-06-11 11:00:00;121;120;120;;;1;00:05:01;00:00:01;99%;2021-06-11;11/06/2021;11:00:00;DIA NOMAL;120;120;99%;99%;1;1;11/06/2021;(06)-jun/2021;2021;11:00:00
2021-06-11 10:00:00;111;110;102;1;6;1;00:05:35;00:00:08;99%;2021-06-11;11/06/2021;10:00:00;DIA NOMAL;102;103;93%;92%;9;8;11/06/2021;(06)-jun/2021;2021;10:00:00
2021-06-11 09:00:00;67;67;67;;;;00:05:22;00:00:00;100%;2021-06-11;11/06/2021;09:00:00;DIA NOMAL;67;67;100%;100%;0;0;11/06/2021;(06)-jun/2021;2021;09:00:00
2021-06-11 08:00:00;50;50;50;;;;00:05:07;00:00:00;100%;2021-06-11;11/06/2021;08:00:00;DIA NOMAL;50;50;100%;100%;0;0;11/06/2021;(06)-jun/2021;2021;08:00:00
2021-06-10 20:00:00;3;3;3;;;;00:05:30;00:00:00;100%;2021-06-10;10/06/2021;20:00:00;DIA NOMAL;3;3;100%;100%;0;0;10/06/2021;(06)-jun/2021;2021;20:00:00
2021-06-10 19:00:00;17;17;17;;;;00:05:38;00:00:03;100%;2021-06-10;10/06/2021;19:00:00;DIA NOMAL;17;17;100%;100%;0;0;10/06/2021;(06)-jun/2021;2021;19:00:00
2021-06-10 18:00:00;25;25;25;;;;00:06:02;00:00:03;100%;2021-06-10;10/06/2021;18:00:00;DIA NOMAL;25;25;100%;100%;0;0;10/06/2021;(06)-jun/2021;2021;18:00:00
2021-06-10 17:00:00;77;65;16;9;40;12;00:04:54;00:02:50;84%;2021-06-10;10/06/2021;17:00:00;DIA NOMAL;16;25;32%;21%;61;52;10/06/2021;(06)-jun/2021;2021;17:00:00
2021-06-10 16:00:00;92;85;29;13;43;7;00:06:30;00:02:23;92%;2021-06-10;10/06/2021;16:00:00;DIA NOMAL;29;42;46%;32%;63;50;10/06/2021;(06)-jun/2021;2021;16:00:00
2021-06-10 15:00:00;111;110;56;11;43;1;00:05:56;00:01:16;99%;2021-06-10;10/06/2021;15:00:00;DIA NOMAL;56;67;60%;50%;55;44;10/06/2021;(06)-jun/2021;2021;15:00:00
2021-06-10 14:00:00;122;122;119;2;;;00:05:25;00:00:01;100%;2021-06-10;10/06/2021;14:00:00;DIA NOMAL;119;121;99%;98%;3;1;10/06/2021;(06)-jun/2021;2021;14:00:00
2021-06-10 13:00:00;95;95;95;;;;00:05:29;00:00:00;100%;2021-06-10;10/06/2021;13:00:00;DIA NOMAL;95;95;100%;100%;0;0;10/06/2021;(06)-jun/2021;2021;13:00:00
2021-06-10 12:00:00;103;103;76;23;4;;00:06:47;00:00:21;100%;2021-06-10;10/06/2021;12:00:00;DIA NOMAL;76;99;96%;74%;27;4;10/06/2021;(06)-jun/2021;2021;12:00:00
2021-06-10 11:00:00;134;131;86;15;30;3;00:05:31;00:00:39;98%;2021-06-10;10/06/2021;11:00:00;DIA NOMAL;86;101;75%;64%;48;33;10/06/2021;(06)-jun/2021;2021;11:00:00
2021-06-10 10:00:00;118;118;112;6;;;00:06:02;00:00:05;100%;2021-06-10;10/06/2021;10:00:00;DIA NOMAL;112;118;100%;95%;6;0;10/06/2021;(06)-jun/2021;2021;10:00:00
2021-06-10 09:00:00;77;76;76;;;1;00:06:25;00:00:00;99%;2021-06-10;10/06/2021;09:00:00;DIA NOMAL;76;76;99%;99%;1;1;10/06/2021;(06)-jun/2021;2021;09:00:00
2021-06-10 08:00:00;38;38;38;;;;00:05:43;00:00:00;100%;2021-06-10;10/06/2021;08:00:00;DIA NOMAL;38;38;100%;100%;0;0;10/06/2021;(06)-jun/2021;2021;08:00:00
2021-06-09 20:00:00;2;2;2;;;;00:08:49;00:00:00;100%;2021-06-09;09/06/2021;20:00:00;DIA NOMAL;2;2;100%;100%;0;0;09/06/2021;(06)-jun/2021;2021;20:00:00
2021-06-09 19:00:00;21;21;21;;;;00:06:38;00:00:00;100%;2021-06-09;09/06/2021;19:00:00;DIA NOMAL;21;21;100%;100%;0;0;09/06/2021;(06)-jun/2021;2021;19:00:00
2021-06-09 18:00:00;23;23;23;;;;00:07:12;00:00:01;100%;2021-06-09;09/06/2021;18:00:00;DIA NOMAL;23;23;100%;100%;0;0;09/06/2021;(06)-jun/2021;2021;18:00:00
2021-06-09 17:00:00;59;55;39;4;12;4;00:06:51;00:00:49;93%;2021-06-09;09/06/2021;17:00:00;DIA NOMAL;39;43;73%;66%;20;16;09/06/2021;(06)-jun/2021;2021;17:00:00
2021-06-09 16:00:00;111;99;5;14;79;12;00:06:17;00:02:50;89%;2021-06-09;09/06/2021;16:00:00;DIA NOMAL;5;19;17%;5%;106;92;09/06/2021;(06)-jun/2021;2021;16:00:00
2021-06-09 15:00:00;105;102;58;20;24;3;00:06:03;00:00:57;97%;2021-06-09;09/06/2021;15:00:00;DIA NOMAL;58;78;74%;55%;47;27;09/06/2021;(06)-jun/2021;2021;15:00:00
2021-06-09 14:00:00;141;138;78;20;40;3;00:06:06;00:00:57;98%;2021-06-09;09/06/2021;14:00:00;DIA NOMAL;78;98;70%;55%;63;43;09/06/2021;(06)-jun/2021;2021;14:00:00
2021-06-09 13:00:00;93;93;92;1;;;00:06:34;00:00:01;100%;2021-06-09;09/06/2021;13:00:00;DIA NOMAL;92;93;100%;99%;1;0;09/06/2021;(06)-jun/2021;2021;13:00:00
2021-06-09 12:00:00;105;105;98;7;;;00:07:01;00:00:05;100%;2021-06-09;09/06/2021;12:00:00;DIA NOMAL;98;105;100%;93%;7;0;09/06/2021;(06)-jun/2021;2021;12:00:00
2021-06-09 11:00:00;117;117;111;6;;;00:06:11;00:00:08;100%;2021-06-09;09/06/2021;11:00:00;DIA NOMAL;111;117;100%;95%;6;0;09/06/2021;(06)-jun/2021;2021;11:00:00
2021-06-09 10:00:00;121;120;109;11;;1;00:06:15;00:00:07;99%;2021-06-09;09/06/2021;10:00:00;DIA NOMAL;109;120;99%;90%;12;1;09/06/2021;(06)-jun/2021;2021;10:00:00
2021-06-09 09:00:00;107;107;107;;;;00:05:36;00:00:00;100%;2021-06-09;09/06/2021;09:00:00;DIA NOMAL;107;107;100%;100%;0;0;09/06/2021;(06)-jun/2021;2021;09:00:00
2021-06-09 08:00:00;46;46;46;;;;00:05:24;00:00:00;100%;2021-06-09;09/06/2021;08:00:00;DIA NOMAL;46;46;100%;100%;0;0;09/06/2021;(06)-jun/2021;2021;08:00:00
2021-06-09 07:00:00;1;1;1;;;;00:00:48;00:00:00;100%;2021-06-09;09/06/2021;07:00:00;DIA NOMAL;1;1;100%;100%;0;0;09/06/2021;(06)-jun/2021;2021;07:00:00
2021-06-08 20:00:00;1;1;1;;;;00:03:32;00:00:00;100%;2021-06-08;08/06/2021;20:00:00;DIA DE PICO;1;1;100%;100%;0;0;08/06/2021;(06)-jun/2021;2021;20:00:00
2021-06-08 19:00:00;18;18;18;;;;00:06:32;00:00:00;100%;2021-06-08;08/06/2021;19:00:00;DIA DE PICO;18;18;100%;100%;0;0;08/06/2021;(06)-jun/2021;2021;19:00:00
2021-06-08 18:00:00;33;33;31;2;;;00:04:36;00:00:04;100%;2021-06-08;08/06/2021;18:00:00;DIA DE PICO;31;33;100%;94%;2;0;08/06/2021;(06)-jun/2021;2021;18:00:00
2021-06-08 17:00:00;64;62;54;7;;2;00:05:29;00:00:09;97%;2021-06-08;08/06/2021;17:00:00;DIA DE PICO;54;61;95%;84%;10;3;08/06/2021;(06)-jun/2021;2021;17:00:00
2021-06-08 16:00:00;109;107;44;21;42;2;00:06:02;00:01:14;98%;2021-06-08;08/06/2021;16:00:00;DIA DE PICO;44;65;60%;40%;65;44;08/06/2021;(06)-jun/2021;2021;16:00:00
2021-06-08 15:00:00;129;120;80;17;23;9;00:05:25;00:00:43;93%;2021-06-08;08/06/2021;15:00:00;DIA DE PICO;80;97;75%;62%;49;32;08/06/2021;(06)-jun/2021;2021;15:00:00
2021-06-08 14:00:00;123;120;94;5;21;3;00:05:15;00:00:33;98%;2021-06-08;08/06/2021;14:00:00;DIA DE PICO;94;99;80%;76%;29;24;08/06/2021;(06)-jun/2021;2021;14:00:00
2021-06-08 13:00:00;127;125;107;15;2;2;00:06:01;00:00:12;98%;2021-06-08;08/06/2021;13:00:00;DIA DE PICO;107;122;96%;84%;20;5;08/06/2021;(06)-jun/2021;2021;13:00:00
2021-06-08 12:00:00;124;124;107;10;7;;00:06:31;00:00:14;100%;2021-06-08;08/06/2021;12:00:00;DIA DE PICO;107;117;94%;86%;17;7;08/06/2021;(06)-jun/2021;2021;12:00:00
2021-06-08 11:00:00;119;118;112;6;;1;00:05:06;00:00:05;99%;2021-06-08;08/06/2021;11:00:00;DIA DE PICO;112;118;99%;94%;7;1;08/06/2021;(06)-jun/2021;2021;11:00:00
2021-06-08 10:00:00;151;141;36;6;97;10;00:06:04;00:02:29;93%;2021-06-08;08/06/2021;10:00:00;DIA DE PICO;36;42;28%;24%;115;109;08/06/2021;(06)-jun/2021;2021;10:00:00
2021-06-08 09:00:00;96;96;92;1;3;;00:06:25;00:00:04;100%;2021-06-08;08/06/2021;09:00:00;DIA DE PICO;92;93;97%;96%;4;3;08/06/2021;(06)-jun/2021;2021;09:00:00
2021-06-08 08:00:00;56;56;56;;;;00:04:53;00:00:00;100%;2021-06-08;08/06/2021;08:00:00;DIA DE PICO;56;56;100%;100%;0;0;08/06/2021;(06)-jun/2021;2021;08:00:00
2021-06-07 20:00:00;5;5;5;;;;00:04:42;00:00:00;100%;2021-06-07;07/06/2021;20:00:00;DIA DE PICO;5;5;100%;100%;0;0;07/06/2021;(06)-jun/2021;2021;20:00:00
2021-06-07 19:00:00;19;19;19;;;;00:05:43;00:00:00;100%;2021-06-07;07/06/2021;19:00:00;DIA DE PICO;19;19;100%;100%;0;0;07/06/2021;(06)-jun/2021;2021;19:00:00
2021-06-07 18:00:00;40;39;33;3;3;1;00:05:30;00:00:16;98%;2021-06-07;07/06/2021;18:00:00;DIA DE PICO;33;36;90%;83%;7;4;07/06/2021;(06)-jun/2021;2021;18:00:00
2021-06-07 17:00:00;82;73;21;7;44;9;00:06:04;00:02:05;89%;2021-06-07;07/06/2021;17:00:00;DIA DE PICO;21;28;34%;26%;61;54;07/06/2021;(06)-jun/2021;2021;17:00:00
2021-06-07 16:00:00;124;115;25;26;64;9;00:05:37;00:01:38;93%;2021-06-07;07/06/2021;16:00:00;DIA DE PICO;25;51;41%;20%;99;73;07/06/2021;(06)-jun/2021;2021;16:00:00
